FL6_cleaned1,FL6_cleaned2,FL7,FL9A,FL13_cleaned,FL15,FL17,FL19_cleaned,FL21B_cleaned1,FL21B_cleaned2,FL21B_cleaned3,FL21B_cleaned4,FL21B_cleaned5,FL21G_cleaned,FL21I,FL21K,FL21O_cleaned,FL22_cleaned1,FL22_cleaned2,FL22_cleaned3,FL22_cleaned4,FL22_cleaned5,FL23_cleaned1,FL23_cleaned2,FL23_cleaned3,FL23_cleaned4,FL23_cleaned5,FL23_cleaned6,FL24_cleaned1,FL24_cleaned2,FL24_cleaned3,FL24_cleaned4,FL24_cleaned5,FL25_cleaned1,FL25_cleaned2,FL25_cleaned3,FL25_cleaned4,FL25_cleaned5,FL26,FL26C,FL27_cleaned1,FL27_cleaned2,FL27_cleaned3,FL27_cleaned4,FL27_cleaned5,school,grade,studentAge,studentGender,elapsedTime,anon_id,export_datetime
Yes,Yes,12,12,13,Correct,Correct,55,Correct,No response,No response,Correct,No response,16,Correct,Correct,58,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 7,14,Male,8:08:00,2c138abce1,2026-01-01 07:47:18
Yes,No,14,12,13,Correct,Correct,53,Correct,Correct,Correct,Incorrect,Incorrect,14,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 7,14,Female,10:04:00,35ef74ea11,2026-01-01 07:47:18
Yes,Yes,12,12,14,Correct,Correct,61,Correct,Correct,Correct,Incorrect,Correct,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 8,12,Female,9:05:00,cf718150c8,2026-01-01 07:47:18
Yes,Yes,12,12,14,Correct,Correct,,Correct,Correct,Correct,No response,Incorrect,16,Correct,Correct,56,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,No response,Minnath Adarsha Basic School,Grade 8,14,Female,11:31:00,c325388e56,2026-01-01 07:47:18
Yes,Yes,96,12,10,,,,,,,,,7,,,,,,,,,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,10,Male,8:43:00,36ff6b37ec,2026-01-01 07:47:18
Yes,Yes,96,12,0,,,,,,,,,8,,,,,,,,,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,9,Female,17:02:00,98d45360cd,2026-01-01 07:47:18
No,Yes,12,12,7,,,,,,,,,14,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,14,Female,10:18:00,23afc0f576,2026-01-01 07:47:18
No,Yes,96,12,9,,,,,,,,,5,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,11,Male,12:31:00,32d0d222e7,2026-01-01 07:47:18
Yes,No,96,12,14,Correct,Correct,42,,,,,,16,Correct,Correct,59,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 6,12,Male,10:16:00,22975d5efe,2026-01-01 07:47:18
Yes,Yes,12,12,8,,,,,,,,,16,Correct,Correct,57,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 6,12,Female,9:03:00,14e1d88bb5,2026-01-01 07:47:18
Yes,No,12,12,8,,,,,,,,,11,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 6,13,Female,9:00:00,38e077af3c,2026-01-01 07:47:18
Yes,No,12,12,14,Correct,Correct,59,Correct,Correct,Correct,Correct,Incorrect,14,Correct,Incorrect,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 8,13,Female,9:16:00,273765ffa3,2026-01-01 07:47:18
Yes,No,12,12,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Minnath Adarsha Basic School,Grade 8,14,Female,6:31:00,5c0fc488f6,2026-01-01 07:47:18
Yes,No,12,12,,Correct,Correct,59,,,,,,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 5,13,Female,12:19:00,003961c92d,2026-01-01 07:47:18
Yes,No,96,12,9,,,,,,,,,16,Correct,Correct,51,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 5,12,Male,10:44:00,be3d688280,2026-01-01 07:47:18
Yes,Yes,96,12,14,Correct,Correct,54,Correct,Correct,No response,No response,Correct,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 5,11,Female,17:46:00,9da02ce825,2026-01-01 07:47:18
Yes,Yes,12,12,14,Correct,Correct,61,Correct,Correct,Incorrect,Incorrect,Correct,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 5,11,Female,13:08:00,d8a9b9f18c,2026-01-01 07:47:18
Yes,No,12,12,,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 5,10,Male,10:09:00,c04b1e9720,2026-01-01 07:47:18
Yes,Yes,12,12,14,Correct,Correct,58,Correct,Correct,Correct,No response,No response,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 7,12,Female,8:32:00,322677ccb3,2026-01-01 07:47:18
Yes,Yes,12,12,14,Correct,Correct,59,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 7,12,Female,6:52:00,ec63965fda,2026-01-01 07:47:18
Yes,Yes,96,12,14,Correct,Correct,57,Correct,Correct,Incorrect,Incorrect,Correct,15,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 7,13,Female,6:25:00,309a9536e7,2026-01-01 07:47:18
Yes,No,96,12,14,Correct,Correct,61,Correct,Correct,No response,Correct,Correct,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 7,14,Male,7:27:00,b1263c4e68,2026-01-01 07:47:18
Yes,Yes,15,12,14,Correct,Correct,48,,,,,,16,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 7,13,Female,6:49:00,d43339c377,2026-01-01 07:47:18
Yes,Yes,96,12,9,,,,,,,,,16,Correct,Correct,49,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 8,14,Male,5:34:00,4679945c3f,2026-01-01 07:47:18
Yes,Yes,96,12,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Correct,Minnath Adarsha Basic School,Grade 8,14,Female,6:04:00,9a8cb2030c,2026-01-01 07:47:18
Yes,Yes,12,12,14,Correct,No response,,,,,,,16,Correct,Correct,59,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,13,Male,9:02:00,60e5db9ef2,2026-01-01 07:47:18
Yes,No,96,12,7,,,,,,,,,11,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,11,Female,8:22:00,04232fa5a8,2026-01-01 07:47:18
Yes,Yes,12,12,3,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,7,Male,7:07:00,597b40e932,2026-01-01 07:47:18
Yes,Yes,96,12,10,,,,,,,,,16,Correct,Correct,46,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,No response,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 2,11,Female,11:03:00,2e39d79f76,2026-01-01 07:47:18
Yes,Yes,96,12,14,Correct,Incorrect,,,,,,,15,Correct,Correct,58,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,11,Female,9:00:00,1df136b006,2026-01-01 07:47:18
Yes,Yes,96,12,14,Correct,Incorrect,,,,,,,7,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,Female,10,7:26:00,96185e6650,2026-01-01 07:47:18
Yes,Yes,96,12,14,Incorrect,,,,,,,,10,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 4,11,Female,6:54:00,b730b334c2,2026-01-01 07:47:18
Yes,No,96,12,14,Correct,Correct,59,Correct,Correct,Incorrect,No response,Correct,16,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 5,11,Female,8:49:00,5e7cd8bf80,2026-01-01 07:47:18
Yes,Yes,96,12,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,60,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 5,12,Female,7:36:00,cf2c667dd7,2026-01-01 07:47:18
Yes,Yes,96,12,14,Correct,Correct,51,Correct,Incorrect,No response,Incorrect,No response,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 5,11,Female,9:29:00,2e3fbca5a8,2026-01-01 07:47:18
Yes,Yes,14,12,9,,,,,,,,,13,No response,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,13,Male,9:37:00,d765407c57,2026-01-01 07:47:18
Yes,Yes,15,11,10,,,,,,,,,8,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 2,10,Female,12:31:00,dc88493888,2026-01-01 07:47:18
Yes,Yes,96,12,12,Correct,Incorrect,,,,,,,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,7,Male,11:13:00,5afe6e5712,2026-01-01 07:47:18
Yes,No,96,12,2,,,,,,,,,4,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,Male,10,9:39:00,3289509077,2026-01-01 07:47:18
Yes,No,96,12,14,Correct,Correct,60,Correct,Correct,Correct,Incorrect,Incorrect,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,11,Male,11:15:00,1daf7d0886,2026-01-01 07:47:18
Yes,No,96,12,14,Correct,Correct,53,,,,,,16,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,12,Male,10:45:00,533189754c,2026-01-01 07:47:18
Yes,Yes,96,12,14,Correct,Correct,59,Correct,Correct,Incorrect,No response,Correct,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,9,Female,12:10:00,dae9d9526b,2026-01-01 07:47:18
Yes,Yes,96,12,14,Correct,Correct,25,,,,,,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,11,Male,13:12:00,3e96fda0bc,2026-01-01 07:47:18
Yes,No,96,12,14,Correct,Correct,49,,,,,,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Minnath Adarsha Basic School,Grade 4,11,Male,9:20:00,f0317f1c20,2026-01-01 07:47:18
Yes,No,14,14,14,Correct,No response,,,,,,,15,Correct,Correct,62,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 4,11,Male,8:16:00,7e3c68caff,2026-01-01 07:47:18
,,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 4,10,Male,0:30:00,56404cf125,2026-01-01 07:47:18
Yes,No,14,14,0,,,,,,,,,9,,,,,,,,,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,No response,Correct,Correct,Correct,Correct,Correct,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 4,,Female,7:51:00,da9e641b46,2026-01-01 07:47:18
Yes,No,14,12,14,Correct,Correct,60,Correct,Correct,Correct,Incorrect,Incorrect,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 7,13,Male,10:21:00,c1590f4536,2026-01-01 07:47:18
Yes,Yes,14,12,14,Correct,Incorrect,,,,,,,16,Correct,Correct,63,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 7,12,Female,7:54:00,fd9bd90d64,2026-01-01 07:47:18
Yes,No,14,12,14,No response,,,,,,,,16,Correct,Correct,55,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 7,12,Female,8:34:00,bdf94619eb,2026-01-01 07:47:18
Yes,No,14,12,12,Incorrect,,,,,,,,16,Correct,Correct,56,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 7,11,Female,9:10:00,623da00b0e,2026-01-01 07:47:18
Yes,Yes,14,12,12,No response,,,,,,,,16,Correct,Correct,40,,,,,,Correct,Correct,Correct,No response,Correct,Incorrect,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 7,11,Female,8:20:00,ba73d1e3c9,2026-01-01 07:47:18
Yes,Yes,14,12,12,Incorrect,,,,,,,,14,,,,,,,,,Correct,Correct,Correct,Correct,Correct,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 7,14,Female,5:59:00,bd4d476aec,2026-01-01 07:47:18
Yes,Yes,14,12,12,,,,,,,,,10,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 7,11,Female,5:08:00,c54bbfdfaf,2026-01-01 07:47:18
Yes,Yes,14,12,5,,,,,,,,,9,,,,,,,,,Correct,Correct,Correct,Correct,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 5,9,Female,7:30:00,8ea12ce272,2026-01-01 07:47:18
Yes,No,12,12,0,,,,,,,,,2,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 2,7,Female,5:40:00,77ef0a9f30,2026-01-01 07:47:18
No,No,12,14,3,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 2,7,Female,8:50:00,c48fe3f50d,2026-01-01 07:47:18
Yes,No,14,12,2,,,,,,,,,2,,,,,,,,,Correct,Correct,Correct,Incorrect,No response,No response,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,No response,Correct,No response,Correct,Correct,No response,No response,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 2,6,Female,10:19:00,63865c1a70,2026-01-01 07:47:18
Yes,Yes,12,11,4,,,,,,,,,1,,,,,,,,,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,No response,No response,No response,No response,No response,No response,No response,No response,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Janta Aa Vi Santanagar Dhangadimai,Grade 2,7,Male,13:28:00,04c714144a,2026-01-01 07:47:18
Yes,Yes,12,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Incorrect,No response,No response,No response,Correct,Incorrect,Correct,Correct,Correct,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 2,6,Male,8:01:00,719be3671c,2026-01-01 07:47:18
Yes,Yes,14,14,2,,,,,,,,,0,,,,,,,,,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 2,6,Female,4:20:00,61b43a0fa5,2026-01-01 07:47:18
Yes,No,14,14,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 2,7,Female,7:10:00,ca02c9d314,2026-01-01 07:47:18
Yes,No,12,12,2,,,,,,,,,0,,,,,,,,,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 2,6,Male,5:25:00,f1b533a344,2026-01-01 07:47:18
Yes,No,14,14,0,,,,,,,,,0,,,,,,,,,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 2,8,Male,3:02:00,f425c6e58b,2026-01-01 07:47:18
Yes,No,12,14,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 2,7,Female,4:37:00,7a7c0c76af,2026-01-01 07:47:18
Yes,No,12,14,0,,,,,,,,,0,,,,,,,,,Incorrect,No response,Incorrect,Incorrect,Incorrect,Incorrect,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 2,7,Female,3:07:00,387e9c523b,2026-01-01 07:47:18
Yes,No,12,12,0,,,,,,,,,0,,,,,,,,,No response,No response,No response,No response,No response,No response,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 2,,Female,2:37:00,733d856ee2,2026-01-01 07:47:18
Yes,Yes,14,14,5,,,,,,,,,5,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,No response,No response,No response,No response,No response,No response,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,No response,Janta Aa Vi Santanagar Dhangadimai,Grade 2,6,Male,9:18:00,ffdce370a9,2026-01-01 07:47:18
Yes,Yes,14,12,3,,,,,,,,,0,,,,,,,,,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,,,,,,,,,,,,,,,,,,Janta Aa Vi Santanagar Dhangadimai,Grade 2,9,Male,6:15:00,95ae0044f7,2026-01-01 07:47:18
Yes,Yes,12,12,0,,,,,,,,,12,Incorrect,,,,,,,,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 6,11,Female,9:49:00,d2e0cffed0,2026-01-01 07:47:18
Yes,Yes,14,12,0,,,,,,,,,14,Incorrect,,,,,,,,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Janta Aa Vi Santanagar Dhangadimai,Grade 6,10,Female,8:04:00,7863dc6894,2026-01-01 07:47:18
