FL6_cleaned1,FL6_cleaned2,FL7,FL9A,FL13_cleaned,FL15,FL17,FL19_cleaned,FL21B_cleaned1,FL21B_cleaned2,FL21B_cleaned3,FL21B_cleaned4,FL21B_cleaned5,FL21G_cleaned,FL21I,FL21K,FL21O_cleaned,FL22_cleaned1,FL22_cleaned2,FL22_cleaned3,FL22_cleaned4,FL22_cleaned5,FL23_cleaned1,FL23_cleaned2,FL23_cleaned3,FL23_cleaned4,FL23_cleaned5,FL23_cleaned6,FL24_cleaned1,FL24_cleaned2,FL24_cleaned3,FL24_cleaned4,FL24_cleaned5,FL25_cleaned1,FL25_cleaned2,FL25_cleaned3,FL25_cleaned4,FL25_cleaned5,FL26,FL26C,FL27_cleaned1,FL27_cleaned2,FL27_cleaned3,FL27_cleaned4,FL27_cleaned5,school,grade,studentAge,studentGender,elapsedTime,anon_id,export_datetime
Yes,No,Tibetan,Nepali,14,Correct,Correct,61,Correct,Incorrect,Incorrect,Incorrect,Incorrect,15,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,,,,,,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Siddhartha Kula Basic School,Grade 3,11,Female,9:27:00,37bd9f6b9c,2026-01-01 07:47:18
Yes,Yes,Tibetan,Nepali,14,No response,,,,,,,,16,Correct,Correct,48,Correct,Correct,Correct,No response,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 3,9,Female,9:50:00,292c71bbda,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,12,Correct,Correct,,Correct,Incorrect,No response,No response,No response,15,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,No response,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 3,11,Female,13:39:00,dd8b69157a,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Incorrect,,,,,,,,16,Correct,No response,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,No response,Siddhartha Kula Basic School,Grade 3,16,Female,9:16:00,d8aa4dd6db,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,13,Correct,Correct,60,Correct,No response,Incorrect,No response,No response,16,Correct,Correct,46,Correct,Incorrect,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Siddhartha Kula Basic School,Grade 3,10,Female,17:26:00,fc7c9a8fa6,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,59,Correct,Correct,No response,Incorrect,No response,16,Correct,Correct,45,Correct,Correct,Correct,Incorrect,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Siddhartha Kula Basic School,Grade 3,11,Female,13:07:00,92320e6c77,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Incorrect,No response,Incorrect,16,Correct,Correct,46,Correct,Correct,Correct,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Siddhartha Kula Basic School,Grade 3,12,Male,11:52:00,5c9dd42243,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Incorrect,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 3,10,Male,11:08:00,0ea4f60100,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,57,Correct,Correct,Correct,No response,Correct,16,Correct,Correct,44,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 3,11,Male,12:02:00,971a3c4b48,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,57,Correct,Incorrect,No response,No response,Correct,16,Correct,Correct,46,Correct,Correct,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 3,9,Male,14:39:00,b7d4bd2311,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Incorrect,,,,,,,,16,Correct,Correct,35,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 3,10,Male,9:19:00,2a23ee4d2d,2026-01-01 07:47:18
Yes,No,Nepali,Nepali,14,Correct,No response,,,,,,,15,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 3,11,Female,11:35:00,1ab05b329f,2026-01-01 07:47:18
Yes,No,Nepali,Nepali,14,Incorrect,,,,,,,,16,Correct,Incorrect,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 3,14,Female,10:22:00,400598c85d,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,12,,,,,,,,,16,Correct,Correct,48,Correct,Correct,Correct,No response,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Siddhartha Kula Basic School,Grade 3,8,Female,12:21:00,346fb34d23,2026-01-01 07:47:18
Yes,Yes,Tibetan,Nepali,14,Correct,Correct,55,Correct,Correct,Incorrect,Incorrect,No response,16,Correct,Correct,43,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 4,12,Male,12:00:00,6c7b379080,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Incorrect,No response,No response,Correct,16,Correct,Correct,48,Correct,Correct,Incorrect,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 4,12,Male,12:42:00,040435c140,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,59,Correct,Correct,Incorrect,No response,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 4,14,Male,10:22:00,69d529647f,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,56,Correct,Correct,Correct,No response,No response,15,Correct,Correct,47,Correct,Correct,Correct,No response,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 4,12,Male,10:58:00,27b06f61de,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,56,Correct,No response,No response,Correct,No response,15,Correct,Incorrect,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 4,13,Male,8:53:00,de95f94ecc,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,60,Correct,Incorrect,No response,Incorrect,Incorrect,16,Correct,Incorrect,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Siddhartha Kula Basic School,Grade 4,13,Male,9:15:00,3336d8bb6c,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Incorrect,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 4,12,Male,11:55:00,b15fa79557,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Correct,No response,Correct,16,Correct,Correct,47,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 4,13,Male,10:57:00,77204e0896,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,60,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 4,11,Male,8:34:00,c1885baf45,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,41,,,,,,16,Correct,Correct,48,Correct,Correct,Correct,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 4,16,Female,11:24:00,1b9cedb896,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,60,Correct,Correct,Incorrect,No response,Correct,14,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Siddhartha Kula Basic School,Grade 4,13,Female,14:24:00,072844ef1a,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,58,Correct,No response,No response,No response,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Incorrect,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 4,17,Female,14:54:00,cca8d51d2a,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,59,Correct,Correct,Incorrect,No response,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 4,12,Female,13:05:00,ab0a958e6f,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,48,,,,,,16,Correct,Correct,48,Correct,Correct,Correct,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 4,13,Female,15:36:00,6fc05121fc,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,60,Correct,Incorrect,Incorrect,Incorrect,Correct,16,Correct,Correct,43,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Siddhartha Kula Basic School,Grade 4,16,Female,17:06:00,c8a910a69e,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Correct,No response,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 4,11,Male,11:09:00,5a197e3ec8,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,58,Correct,Correct,Correct,No response,Incorrect,16,Correct,Correct,46,Correct,Correct,Correct,No response,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,No response,Siddhartha Kula Basic School,Grade 4,14,Male,11:48:00,0bc69a06e3,2026-01-01 07:47:18
Yes,No,Tibetan,Nepali,14,Correct,Correct,60,Correct,Correct,Incorrect,No response,Incorrect,16,Correct,Correct,48,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 5,15,Male,9:06:00,a8bf7d82c5,2026-01-01 07:47:18
Yes,Yes,Tibetan,Nepali,14,Correct,Correct,61,Correct,Correct,Incorrect,No response,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 5,12,Male,11:20:00,c8d22370cf,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,60,Correct,Incorrect,Correct,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 5,13,Male,8:57:00,3a8a4c66bd,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,55,Correct,Correct,Incorrect,No response,Incorrect,16,Correct,Correct,48,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 5,13,Female,12:59:00,9f6d046d5f,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,15,Correct,Correct,48,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 5,13,Male,10:17:00,cf76b29051,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Correct,No response,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,No response,Siddhartha Kula Basic School,Grade 5,14,Male,8:34:00,f1fe3151c0,2026-01-01 07:47:18
Yes,Yes,Tibetan,Nepali,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 6,16,Male,7:14:00,bc9a37a339,2026-01-01 07:47:18
Yes,No,Tibetan,Nepali,14,Correct,Correct,59,Correct,Correct,Incorrect,No response,Correct,16,Correct,Correct,48,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 6,18,Female,9:06:00,ee2df97fb3,2026-01-01 07:47:18
Yes,Yes,Tibetan,Tibetan,14,Correct,Correct,58,Correct,Correct,Incorrect,Incorrect,Incorrect,16,Correct,Correct,48,Correct,Correct,No response,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 6,16,Female,10:58:00,f7bd809aa8,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 6,16,Female,8:30:00,4640c43554,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 6,18,Male,8:32:00,29a96c4133,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 6,15,Female,8:27:00,18eec26141,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Incorrect,Correct,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 6,15,Female,2:30:00,0539cc966a,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Incorrect,No response,Correct,16,Correct,Correct,48,Correct,Correct,Correct,No response,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 6,15,Male,8:53:00,c0b04732ff,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Incorrect,No response,No response,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 6,19,Female,13:14:00,80304fe061,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Incorrect,Incorrect,Correct,16,Correct,Correct,48,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 6,18,Female,9:11:00,b3ee6ea9f6,2026-01-01 07:47:18
No,Yes,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Incorrect,No response,Incorrect,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 6,16,Female,12:00:00,2c49b08bf1,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 6,16,Female,9:57:00,c3e0cad470,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Incorrect,Incorrect,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 6,17,Female,12:21:00,356966b1cc,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 6,17,Female,10:50:00,ae38d8c8cb,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Siddhartha Kula Basic School,Grade 6,15,Male,8:32:00,b2afd12fbd,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,14,Correct,Correct,61,Correct,Correct,Correct,Correct,Correct,16,Correct,Correct,48,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Siddhartha Kula Basic School,Grade 6,15,Male,7:11:00,f43ba02bc5,2026-01-01 07:47:18
Yes,No,Tibetan,Tibetan,9,,,,,,,,,15,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Siddhartha Kula Basic School,Grade 6,19,Female,4:49:00,1fdf51178a,2026-01-01 07:47:18
Yes,Yes,12,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,9,Male,9:18:00,f587c15e3a,2026-01-01 07:47:18
Yes,No,96,12,13,No response,,,,,,,,14,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,Male,9,9:46:00,d7fd2d2ddc,2026-01-01 07:47:18
Yes,Yes,12,12,0,,,,,,,,,0,,,,,,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,No response,Incorrect,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,9,Male,8:40:00,5c333b1679,2026-01-01 07:47:18
Yes,Yes,15,12,6,,,,,,,,,4,,,,,,,,,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Minnath Adarsha Basic School,Grade 2,10,Male,8:32:00,0e0cf1a800,2026-01-01 07:47:18
No,Yes,12,12,14,Correct,Correct,54,Correct,Correct,No response,Correct,Incorrect,16,Correct,Correct,59,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 6,12,Male,9:30:00,d31f6ae5ae,2026-01-01 07:47:18
,,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minnath Adarsha Basic School,Grade 6,14,Male,0:08:00,c323d3316a,2026-01-01 07:47:18
Yes,No,96,12,14,Correct,Correct,61,Correct,Correct,Correct,Incorrect,Correct,15,Correct,Correct,59,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Minnath Adarsha Basic School,Grade 7,14,Male,8:53:00,6fe52cd556,2026-01-01 07:47:18
